all_UFs	non-NCF RoF	non-RoF EUF	IEF	NCF	avg_sen	bias
00000001000101110011011101110111	False	True	False	False	1.75	16
00000001000101110011011101111111	False	True	False	False	1.8125	17
00000001000101110011011111111111	False	True	False	False	1.75	18
00000001000101110011111100111111	False	True	False	False	1.6875	17
00000001000101110011111101111111	False	True	False	False	1.75	18
00000001000101110011111111111111	False	True	False	False	1.6875	19
00000001000101110101010101010111	False	True	False	False	1.625	14
00000001000101110101010101011111	False	True	False	False	1.6875	15
00000001000101110101010101110111	False	True	False	False	1.6875	15
00000001000101110101010101111111	False	True	False	False	1.75	16
00000001000101110101010111111111	False	True	False	False	1.6875	17
00000001000101110101011101010111	False	True	False	False	1.6875	15
00000001000101110101011101011111	False	True	False	False	1.75	16
00000001000101110101011101110111	False	True	False	False	1.75	16
00000001000101110101011101111111	False	True	False	False	1.8125	17
00000001000101110101011111111111	False	True	False	False	1.75	18
00000001000101110101111101011111	False	True	False	False	1.6875	17
00000001000101110101111101111111	False	True	False	False	1.75	18
00000001000101110101111111111111	False	True	False	False	1.6875	19
00000001000101110111011101110111	False	True	False	False	1.6875	17
00000001000101110111011101111111	False	True	False	False	1.75	18
00000001000101110111011111111111	False	True	False	False	1.6875	19
00000001000101110111111101111111	False	True	False	False	1.6875	19
00000001000101110111111111111111	False	True	False	False	1.625	20
00000001000101111111111111111111	False	True	False	False	1.4375	21
00000001000111110000000100011111	False	False	True	False	1.5	12
00000001000111110000000100111111	False	True	False	False	1.5625	13
00000001000111110000000101011111	False	True	False	False	1.5625	13
00000001000111110000000101111111	False	True	False	False	1.625	14
00000001000111110000000111111111	False	True	False	False	1.5625	15
00000001000111110000001100011111	False	True	False	False	1.5625	13
00000001000111110000001100111111	False	True	False	False	1.625	14
00000001000111110000001101011111	False	True	False	False	1.625	14
00000001000111110000001101111111	False	True	False	False	1.6875	15
00000001000111110000001111111111	False	True	False	False	1.625	16
00000001000111110000010100011111	False	True	False	False	1.5625	13
00000001000111110000010100111111	False	True	False	False	1.625	14
00000001000111110000010101011111	False	True	False	False	1.625	14
00000001000111110000010101111111	False	True	False	False	1.6875	15
00000001000111110000010111111111	False	True	False	False	1.625	16
00000001000111110000011100011111	False	True	False	False	1.625	14
00000001000111110000011100111111	False	True	False	False	1.6875	15
00000001000111110000011101011111	False	True	False	False	1.6875	15
00000001000111110000011101111111	False	True	False	False	1.75	16
00000001000111110000011111111111	False	True	False	False	1.6875	17
00000001000111110000111100011111	False	True	False	False	1.5625	15
00000001000111110000111100111111	False	True	False	False	1.625	16
00000001000111110000111101011111	False	True	False	False	1.625	16
00000001000111110000111101111111	False	True	False	False	1.6875	17
00000001000111110000111111111111	False	True	False	False	1.625	18
00000001000111110001000100011111	False	True	False	False	1.5625	13
00000001000111110001000100111111	False	True	False	False	1.625	14
00000001000111110001000101011111	False	True	False	False	1.625	14
00000001000111110001000101111111	False	True	False	False	1.6875	15
00000001000111110001000111111111	False	True	False	False	1.625	16
00000001000111110001001100011111	False	True	False	False	1.625	14
00000001000111110001001100111111	False	True	False	False	1.6875	15
00000001000111110001001101011111	False	True	False	False	1.6875	15
00000001000111110001001101111111	False	True	False	False	1.75	16
00000001000111110001001111111111	False	True	False	False	1.6875	17
00000001000111110001010100011111	False	True	False	False	1.625	14
00000001000111110001010100111111	False	True	False	False	1.6875	15
00000001000111110001010101011111	False	True	False	False	1.6875	15
00000001000111110001010101111111	False	True	False	False	1.75	16
00000001000111110001010111111111	False	True	False	False	1.6875	17
00000001000111110001011100011111	False	True	False	False	1.6875	15
00000001000111110001011100111111	False	True	False	False	1.75	16
00000001000111110001011101011111	False	True	False	False	1.75	16
00000001000111110001011101111111	False	True	False	False	1.8125	17
00000001000111110001011111111111	False	True	False	False	1.75	18
00000001000111110001111100011111	False	True	False	False	1.625	16
00000001000111110001111100111111	False	True	False	False	1.6875	17
00000001000111110001111101011111	False	True	False	False	1.6875	17
00000001000111110001111101111111	False	True	False	False	1.75	18
00000001000111110001111111111111	False	True	False	False	1.6875	19
00000001000111110011001100111111	False	True	False	False	1.625	16
00000001000111110011001101111111	False	True	False	False	1.6875	17
00000001000111110011001111111111	False	True	False	False	1.625	18
00000001000111110011011100111111	False	True	False	False	1.6875	17
00000001000111110011011101111111	False	True	False	False	1.75	18
00000001000111110011011111111111	False	True	False	False	1.6875	19
00000001000111110011111100111111	False	True	False	False	1.625	18
00000001000111110011111101111111	False	True	False	False	1.6875	19
00000001000111110011111111111111	False	True	False	False	1.625	20
00000001000111110101010101011111	False	True	False	False	1.625	16
00000001000111110101010101111111	False	True	False	False	1.6875	17
00000001000111110101010111111111	False	True	False	False	1.625	18
00000001000111110101011101011111	False	True	False	False	1.6875	17
00000001000111110101011101111111	False	True	False	False	1.75	18
00000001000111110101011111111111	False	True	False	False	1.6875	19
00000001000111110101111101011111	False	True	False	False	1.625	18
00000001000111110101111101111111	False	True	False	False	1.6875	19
00000001000111110101111111111111	False	True	False	False	1.625	20
00000001000111110111011101111111	False	True	False	False	1.6875	19
00000001000111110111011111111111	False	True	False	False	1.625	20
00000001000111110111111101111111	False	True	False	False	1.625	20
00000001000111110111111111111111	False	True	False	False	1.5625	21
00000001000111111111111111111111	False	True	False	False	1.375	22
00000001001100110000000100110011	False	False	True	False	1.25	10
00000001001100110000000100110111	False	True	False	False	1.4375	11
00000001001100110000000100111111	False	True	False	False	1.5	12
00000001001100110000000101110111	False	True	False	False	1.5	12
00000001001100110000000101111111	False	True	False	False	1.5625	13
00000001001100110000000111111111	False	True	False	False	1.5	14
00000001001100110000001100110011	False	False	False	True	1.3125	11
00000001001100110000001100110111	False	True	False	False	1.5	12
00000001001100110000001100111111	False	True	False	False	1.5625	13
00000001001100110000001101110111	False	True	False	False	1.5625	13
00000001001100110000001101111111	False	True	False	False	1.625	14
00000001001100110000001111111111	False	True	False	False	1.5625	15
00000001001100110000010100110111	False	True	False	False	1.5	12
00000001001100110000010100111111	False	True	False	False	1.5625	13
00000001001100110000010101110111	False	True	False	False	1.5625	13
00000001001100110000010101111111	False	True	False	False	1.625	14
00000001001100110000010111111111	True	False	False	False	1.5625	15
00000001001100110000011100110111	False	True	False	False	1.5625	13
00000001001100110000011100111111	False	True	False	False	1.625	14
00000001001100110000011101110111	False	True	False	False	1.625	14
00000001001100110000011101111111	False	True	False	False	1.6875	15
00000001001100110000011111111111	False	True	False	False	1.625	16
00000001001100110000111100111111	False	True	False	False	1.5625	15
00000001001100110000111101111111	False	True	False	False	1.625	16
00000001001100110000111111111111	False	True	False	False	1.5625	17
00000001001100110001000100110011	False	False	False	True	1.3125	11
00000001001100110001000100110111	False	True	False	False	1.5	12
00000001001100110001000100111111	False	True	False	False	1.5625	13
00000001001100110001000101110111	False	True	False	False	1.5625	13
00000001001100110001000101111111	False	True	False	False	1.625	14
00000001001100110001000111111111	False	True	False	False	1.5625	15
00000001001100110001001100110011	False	True	False	False	1.375	12
00000001001100110001001100110111	False	True	False	False	1.5625	13
00000001001100110001001100111111	False	True	False	False	1.625	14
00000001001100110001001101110111	False	True	False	False	1.625	14
00000001001100110001001101111111	False	True	False	False	1.6875	15
00000001001100110001001111111111	False	True	False	False	1.625	16
00000001001100110001010100110111	False	True	False	False	1.5625	13
00000001001100110001010100111111	False	True	False	False	1.625	14
00000001001100110001010101110111	False	True	False	False	1.625	14
00000001001100110001010101111111	False	True	False	False	1.6875	15
00000001001100110001010111111111	False	True	False	False	1.625	16
00000001001100110001011100110111	False	True	False	False	1.625	14
00000001001100110001011100111111	False	True	False	False	1.6875	15
00000001001100110001011101110111	False	True	False	False	1.6875	15
00000001001100110001011101111111	False	True	False	False	1.75	16
00000001001100110001011111111111	False	True	False	False	1.6875	17
00000001001100110001111100111111	False	True	False	False	1.625	16
00000001001100110001111101111111	False	True	False	False	1.6875	17
00000001001100110001111111111111	False	True	False	False	1.625	18
00000001001100110011001100110011	False	False	False	True	1.3125	13
00000001001100110011001100110111	False	True	False	False	1.5	14
00000001001100110011001100111111	False	True	False	False	1.5625	15
00000001001100110011001101110111	False	True	False	False	1.5625	15
00000001001100110011001101111111	False	True	False	False	1.625	16
00000001001100110011001111111111	False	True	False	False	1.5625	17
00000001001100110011011100110111	False	True	False	False	1.5625	15
00000001001100110011011100111111	False	True	False	False	1.625	16
00000001001100110011011101110111	False	True	False	False	1.625	16
00000001001100110011011101111111	False	True	False	False	1.6875	17
00000001001100110011011111111111	False	True	False	False	1.625	18
00000001001100110011111100111111	False	True	False	False	1.5625	17
00000001001100110011111101111111	False	True	False	False	1.625	18
00000001001100110011111111111111	False	True	False	False	1.5625	19
00000001001100110101010101110111	False	True	False	False	1.5625	15
00000001001100110101010101111111	False	True	False	False	1.625	16
00000001001100110101010111111111	False	True	False	False	1.5625	17
00000001001100110101011101110111	False	True	False	False	1.625	16
00000001001100110101011101111111	False	True	False	False	1.6875	17
00000001001100110101011111111111	False	True	False	False	1.625	18
00000001001100110101111101111111	False	True	False	False	1.625	18
00000001001100110101111111111111	False	True	False	False	1.5625	19
00000001001100110111011101110111	False	True	False	False	1.5625	17
00000001001100110111011101111111	False	True	False	False	1.625	18
00000001001100110111011111111111	False	True	False	False	1.5625	19
00000001001100110111111101111111	False	True	False	False	1.5625	19
00000001001100110111111111111111	False	True	False	False	1.5	20
00000001001100111111111111111111	False	False	False	True	1.3125	21
00000001001101110000000100110111	False	False	True	False	1.5	12
00000001001101110000000100111111	False	True	False	False	1.5625	13
00000001001101110000000101110111	False	True	False	False	1.5625	13
00000001001101110000000101111111	False	True	False	False	1.625	14
00000001001101110000000111111111	False	True	False	False	1.5625	15
00000001001101110000001100110111	False	True	False	False	1.5625	13
00000001001101110000001100111111	False	True	False	False	1.625	14
00000001001101110000001101110111	False	True	False	False	1.625	14
00000001001101110000001101111111	False	True	False	False	1.6875	15
00000001001101110000001111111111	False	True	False	False	1.625	16
00000001001101110000010100110111	False	True	False	False	1.5625	13
00000001001101110000010100111111	False	True	False	False	1.625	14
00000001001101110000010101110111	False	True	False	False	1.625	14
00000001001101110000010101111111	False	True	False	False	1.6875	15
00000001001101110000010111111111	False	True	False	False	1.625	16
00000001001101110000011100110111	False	True	False	False	1.625	14
00000001001101110000011100111111	False	True	False	False	1.6875	15
00000001001101110000011101110111	False	True	False	False	1.6875	15
00000001001101110000011101111111	False	True	False	False	1.75	16
00000001001101110000011111111111	False	True	False	False	1.6875	17
00000001001101110000111100111111	False	True	False	False	1.625	16
00000001001101110000111101111111	False	True	False	False	1.6875	17
00000001001101110000111111111111	False	True	False	False	1.625	18
00000001001101110001000100110111	False	True	False	False	1.5625	13
00000001001101110001000100111111	False	True	False	False	1.625	14
00000001001101110001000101110111	False	True	False	False	1.625	14
00000001001101110001000101111111	False	True	False	False	1.6875	15
00000001001101110001000111111111	False	True	False	False	1.625	16
00000001001101110001001100110111	False	True	False	False	1.625	14
00000001001101110001001100111111	False	True	False	False	1.6875	15
00000001001101110001001101110111	False	True	False	False	1.6875	15
00000001001101110001001101111111	False	True	False	False	1.75	16
00000001001101110001001111111111	False	True	False	False	1.6875	17
00000001001101110001010100110111	False	True	False	False	1.625	14
00000001001101110001010100111111	False	True	False	False	1.6875	15
00000001001101110001010101110111	False	True	False	False	1.6875	15
00000001001101110001010101111111	False	True	False	False	1.75	16
00000001001101110001010111111111	False	True	False	False	1.6875	17
00000001001101110001011100110111	False	True	False	False	1.6875	15
00000001001101110001011100111111	False	True	False	False	1.75	16
00000001001101110001011101110111	False	True	False	False	1.75	16
00000001001101110001011101111111	False	True	False	False	1.8125	17
00000001001101110001011111111111	False	True	False	False	1.75	18
00000001001101110001111100111111	False	True	False	False	1.6875	17
00000001001101110001111101111111	False	True	False	False	1.75	18
00000001001101110001111111111111	False	True	False	False	1.6875	19
00000001001101110011001100110111	False	True	False	False	1.5625	15
00000001001101110011001100111111	False	True	False	False	1.625	16
00000001001101110011001101110111	False	True	False	False	1.625	16
00000001001101110011001101111111	False	True	False	False	1.6875	17
00000001001101110011001111111111	False	True	False	False	1.625	18
00000001001101110011011100110111	False	True	False	False	1.625	16
00000001001101110011011100111111	False	True	False	False	1.6875	17
00000001001101110011011101110111	False	True	False	False	1.6875	17
00000001001101110011011101111111	False	True	False	False	1.75	18
00000001001101110011011111111111	False	True	False	False	1.6875	19
00000001001101110011111100111111	False	True	False	False	1.625	18
00000001001101110011111101111111	False	True	False	False	1.6875	19
00000001001101110011111111111111	False	True	False	False	1.625	20
00000001001101110101010101110111	False	True	False	False	1.625	16
00000001001101110101010101111111	False	True	False	False	1.6875	17
00000001001101110101010111111111	False	True	False	False	1.625	18
00000001001101110101011101110111	False	True	False	False	1.6875	17
00000001001101110101011101111111	False	True	False	False	1.75	18
00000001001101110101011111111111	False	True	False	False	1.6875	19
00000001001101110101111101111111	False	True	False	False	1.6875	19
00000001001101110101111111111111	False	True	False	False	1.625	20
00000001001101110111011101110111	False	True	False	False	1.625	18
00000001001101110111011101111111	False	True	False	False	1.6875	19
00000001001101110111011111111111	False	True	False	False	1.625	20
00000001001101110111111101111111	False	True	False	False	1.625	20
00000001001101110111111111111111	False	True	False	False	1.5625	21
00000001001101111111111111111111	False	True	False	False	1.375	22
00000001001111110000000100111111	False	False	True	False	1.5	14
00000001001111110000000101111111	False	True	False	False	1.5625	15
00000001001111110000000111111111	False	True	False	False	1.5	16
00000001001111110000001100111111	False	True	False	False	1.5625	15
00000001001111110000001101111111	False	True	False	False	1.625	16
00000001001111110000001111111111	False	True	False	False	1.5625	17
00000001001111110000010100111111	False	True	False	False	1.5625	15
00000001001111110000010101111111	False	True	False	False	1.625	16
00000001001111110000010111111111	False	True	False	False	1.5625	17
00000001001111110000011100111111	False	True	False	False	1.625	16
00000001001111110000011101111111	False	True	False	False	1.6875	17
00000001001111110000011111111111	False	True	False	False	1.625	18
00000001001111110000111100111111	False	True	False	False	1.5625	17
00000001001111110000111101111111	False	True	False	False	1.625	18
00000001001111110000111111111111	False	True	False	False	1.5625	19
00000001001111110001000100111111	False	True	False	False	1.5625	15
00000001001111110001000101111111	False	True	False	False	1.625	16
00000001001111110001000111111111	False	True	False	False	1.5625	17
00000001001111110001001100111111	False	True	False	False	1.625	16
00000001001111110001001101111111	False	True	False	False	1.6875	17
00000001001111110001001111111111	False	True	False	False	1.625	18
00000001001111110001010100111111	False	True	False	False	1.625	16
00000001001111110001010101111111	False	True	False	False	1.6875	17
00000001001111110001010111111111	False	True	False	False	1.625	18
00000001001111110001011100111111	False	True	False	False	1.6875	17
00000001001111110001011101111111	False	True	False	False	1.75	18
00000001001111110001011111111111	False	True	False	False	1.6875	19
00000001001111110001111100111111	False	True	False	False	1.625	18
00000001001111110001111101111111	False	True	False	False	1.6875	19
00000001001111110001111111111111	False	True	False	False	1.625	20
00000001001111110011001100111111	False	True	False	False	1.5625	17
00000001001111110011001101111111	False	True	False	False	1.625	18
00000001001111110011001111111111	False	True	False	False	1.5625	19
00000001001111110011011100111111	False	True	False	False	1.625	18
00000001001111110011011101111111	False	True	False	False	1.6875	19
00000001001111110011011111111111	False	True	False	False	1.625	20
00000001001111110011111100111111	False	True	False	False	1.5625	19
00000001001111110011111101111111	False	True	False	False	1.625	20
00000001001111110011111111111111	False	True	False	False	1.5625	21
00000001001111110101010101111111	False	True	False	False	1.625	18
00000001001111110101010111111111	False	True	False	False	1.5625	19
00000001001111110101011101111111	False	True	False	False	1.6875	19
00000001001111110101011111111111	False	True	False	False	1.625	20
00000001001111110101111101111111	False	True	False	False	1.625	20
00000001001111110101111111111111	False	True	False	False	1.5625	21
00000001001111110111011101111111	False	True	False	False	1.625	20
00000001001111110111011111111111	False	True	False	False	1.5625	21
00000001001111110111111101111111	False	True	False	False	1.5625	21
00000001001111110111111111111111	False	True	False	False	1.5	22
00000001001111111111111111111111	False	True	False	False	1.3125	23
00000001010101010000000101010101	False	False	True	False	1.25	10
00000001010101010000000101010111	False	True	False	False	1.4375	11
00000001010101010000000101011111	False	True	False	False	1.5	12
00000001010101010000000101110111	False	True	False	False	1.5	12
00000001010101010000000101111111	False	True	False	False	1.5625	13
00000001010101010000000111111111	False	True	False	False	1.5	14
00000001010101010000001101010111	False	True	False	False	1.5	12
00000001010101010000001101011111	False	True	False	False	1.5625	13
00000001010101010000001101110111	False	True	False	False	1.5625	13
00000001010101010000001101111111	False	True	False	False	1.625	14
00000001010101010000001111111111	True	False	False	False	1.5625	15
00000001010101010000010101010101	False	False	False	True	1.3125	11
00000001010101010000010101010111	False	True	False	False	1.5	12
00000001010101010000010101011111	False	True	False	False	1.5625	13
00000001010101010000010101110111	False	True	False	False	1.5625	13
00000001010101010000010101111111	False	True	False	False	1.625	14
00000001010101010000010111111111	False	True	False	False	1.5625	15
00000001010101010000011101010111	False	True	False	False	1.5625	13
00000001010101010000011101011111	False	True	False	False	1.625	14
00000001010101010000011101110111	False	True	False	False	1.625	14
00000001010101010000011101111111	False	True	False	False	1.6875	15
00000001010101010000011111111111	False	True	False	False	1.625	16
00000001010101010000111101011111	False	True	False	False	1.5625	15
00000001010101010000111101111111	False	True	False	False	1.625	16
00000001010101010000111111111111	False	True	False	False	1.5625	17
00000001010101010001000101010101	False	False	False	True	1.3125	11
00000001010101010001000101010111	False	True	False	False	1.5	12
00000001010101010001000101011111	False	True	False	False	1.5625	13
00000001010101010001000101110111	False	True	False	False	1.5625	13
00000001010101010001000101111111	False	True	False	False	1.625	14
00000001010101010001000111111111	False	True	False	False	1.5625	15
00000001010101010001001101010111	False	True	False	False	1.5625	13
00000001010101010001001101011111	False	True	False	False	1.625	14
00000001010101010001001101110111	False	True	False	False	1.625	14
00000001010101010001001101111111	False	True	False	False	1.6875	15
00000001010101010001001111111111	False	True	False	False	1.625	16
00000001010101010001010101010101	False	True	False	False	1.375	12
00000001010101010001010101010111	False	True	False	False	1.5625	13
00000001010101010001010101011111	False	True	False	False	1.625	14
00000001010101010001010101110111	False	True	False	False	1.625	14
00000001010101010001010101111111	False	True	False	False	1.6875	15
00000001010101010001010111111111	False	True	False	False	1.625	16
00000001010101010001011101010111	False	True	False	False	1.625	14
00000001010101010001011101011111	False	True	False	False	1.6875	15
00000001010101010001011101110111	False	True	False	False	1.6875	15
00000001010101010001011101111111	False	True	False	False	1.75	16
00000001010101010001011111111111	False	True	False	False	1.6875	17
00000001010101010001111101011111	False	True	False	False	1.625	16
00000001010101010001111101111111	False	True	False	False	1.6875	17
00000001010101010001111111111111	False	True	False	False	1.625	18
00000001010101010011001101110111	False	True	False	False	1.5625	15
00000001010101010011001101111111	False	True	False	False	1.625	16
00000001010101010011001111111111	False	True	False	False	1.5625	17
00000001010101010011011101110111	False	True	False	False	1.625	16
00000001010101010011011101111111	False	True	False	False	1.6875	17
00000001010101010011011111111111	False	True	False	False	1.625	18
00000001010101010011111101111111	False	True	False	False	1.625	18
00000001010101010011111111111111	False	True	False	False	1.5625	19
00000001010101010101010101010101	False	False	False	True	1.3125	13
00000001010101010101010101010111	False	True	False	False	1.5	14
00000001010101010101010101011111	False	True	False	False	1.5625	15
00000001010101010101010101110111	False	True	False	False	1.5625	15
00000001010101010101010101111111	False	True	False	False	1.625	16
00000001010101010101010111111111	False	True	False	False	1.5625	17
00000001010101010101011101010111	False	True	False	False	1.5625	15
00000001010101010101011101011111	False	True	False	False	1.625	16
00000001010101010101011101110111	False	True	False	False	1.625	16
00000001010101010101011101111111	False	True	False	False	1.6875	17
00000001010101010101011111111111	False	True	False	False	1.625	18
00000001010101010101111101011111	False	True	False	False	1.5625	17
00000001010101010101111101111111	False	True	False	False	1.625	18
00000001010101010101111111111111	False	True	False	False	1.5625	19
00000001010101010111011101110111	False	True	False	False	1.5625	17
00000001010101010111011101111111	False	True	False	False	1.625	18
00000001010101010111011111111111	False	True	False	False	1.5625	19
00000001010101010111111101111111	False	True	False	False	1.5625	19
00000001010101010111111111111111	False	True	False	False	1.5	20
00000001010101011111111111111111	False	False	False	True	1.3125	21
00000001010101110000000101010111	False	False	True	False	1.5	12
00000001010101110000000101011111	False	True	False	False	1.5625	13
00000001010101110000000101110111	False	True	False	False	1.5625	13
00000001010101110000000101111111	False	True	False	False	1.625	14
00000001010101110000000111111111	False	True	False	False	1.5625	15
00000001010101110000001101010111	False	True	False	False	1.5625	13
00000001010101110000001101011111	False	True	False	False	1.625	14
00000001010101110000001101110111	False	True	False	False	1.625	14
00000001010101110000001101111111	False	True	False	False	1.6875	15
00000001010101110000001111111111	False	True	False	False	1.625	16
00000001010101110000010101010111	False	True	False	False	1.5625	13
00000001010101110000010101011111	False	True	False	False	1.625	14
00000001010101110000010101110111	False	True	False	False	1.625	14
00000001010101110000010101111111	False	True	False	False	1.6875	15
00000001010101110000010111111111	False	True	False	False	1.625	16
00000001010101110000011101010111	False	True	False	False	1.625	14
00000001010101110000011101011111	False	True	False	False	1.6875	15
00000001010101110000011101110111	False	True	False	False	1.6875	15
00000001010101110000011101111111	False	True	False	False	1.75	16
00000001010101110000011111111111	False	True	False	False	1.6875	17
00000001010101110000111101011111	False	True	False	False	1.625	16
00000001010101110000111101111111	False	True	False	False	1.6875	17
00000001010101110000111111111111	False	True	False	False	1.625	18
00000001010101110001000101010111	False	True	False	False	1.5625	13
00000001010101110001000101011111	False	True	False	False	1.625	14
00000001010101110001000101110111	False	True	False	False	1.625	14
00000001010101110001000101111111	False	True	False	False	1.6875	15
00000001010101110001000111111111	False	True	False	False	1.625	16
00000001010101110001001101010111	False	True	False	False	1.625	14
00000001010101110001001101011111	False	True	False	False	1.6875	15
00000001010101110001001101110111	False	True	False	False	1.6875	15
00000001010101110001001101111111	False	True	False	False	1.75	16
00000001010101110001001111111111	False	True	False	False	1.6875	17
00000001010101110001010101010111	False	True	False	False	1.625	14
00000001010101110001010101011111	False	True	False	False	1.6875	15
00000001010101110001010101110111	False	True	False	False	1.6875	15
00000001010101110001010101111111	False	True	False	False	1.75	16
00000001010101110001010111111111	False	True	False	False	1.6875	17
00000001010101110001011101010111	False	True	False	False	1.6875	15
00000001010101110001011101011111	False	True	False	False	1.75	16
00000001010101110001011101110111	False	True	False	False	1.75	16
00000001010101110001011101111111	False	True	False	False	1.8125	17
00000001010101110001011111111111	False	True	False	False	1.75	18
00000001010101110001111101011111	False	True	False	False	1.6875	17
00000001010101110001111101111111	False	True	False	False	1.75	18
00000001010101110001111111111111	False	True	False	False	1.6875	19
00000001010101110011001101110111	False	True	False	False	1.625	16
00000001010101110011001101111111	False	True	False	False	1.6875	17
00000001010101110011001111111111	False	True	False	False	1.625	18
00000001010101110011011101110111	False	True	False	False	1.6875	17
00000001010101110011011101111111	False	True	False	False	1.75	18
00000001010101110011011111111111	False	True	False	False	1.6875	19
00000001010101110011111101111111	False	True	False	False	1.6875	19
00000001010101110011111111111111	False	True	False	False	1.625	20
00000001010101110101010101010111	False	True	False	False	1.5625	15
00000001010101110101010101011111	False	True	False	False	1.625	16
00000001010101110101010101110111	False	True	False	False	1.625	16
00000001010101110101010101111111	False	True	False	False	1.6875	17
00000001010101110101010111111111	False	True	False	False	1.625	18
00000001010101110101011101010111	False	True	False	False	1.625	16
00000001010101110101011101011111	False	True	False	False	1.6875	17
00000001010101110101011101110111	False	True	False	False	1.6875	17
00000001010101110101011101111111	False	True	False	False	1.75	18
00000001010101110101011111111111	False	True	False	False	1.6875	19
00000001010101110101111101011111	False	True	False	False	1.625	18
00000001010101110101111101111111	False	True	False	False	1.6875	19
00000001010101110101111111111111	False	True	False	False	1.625	20
00000001010101110111011101110111	False	True	False	False	1.625	18
00000001010101110111011101111111	False	True	False	False	1.6875	19
00000001010101110111011111111111	False	True	False	False	1.625	20
00000001010101110111111101111111	False	True	False	False	1.625	20
00000001010101110111111111111111	False	True	False	False	1.5625	21
00000001010101111111111111111111	False	True	False	False	1.375	22
00000001010111110000000101011111	False	False	True	False	1.5	14
00000001010111110000000101111111	False	True	False	False	1.5625	15
00000001010111110000000111111111	False	True	False	False	1.5	16
00000001010111110000001101011111	False	True	False	False	1.5625	15
00000001010111110000001101111111	False	True	False	False	1.625	16
00000001010111110000001111111111	False	True	False	False	1.5625	17
00000001010111110000010101011111	False	True	False	False	1.5625	15
00000001010111110000010101111111	False	True	False	False	1.625	16
00000001010111110000010111111111	False	True	False	False	1.5625	17
00000001010111110000011101011111	False	True	False	False	1.625	16
00000001010111110000011101111111	False	True	False	False	1.6875	17
00000001010111110000011111111111	False	True	False	False	1.625	18
00000001010111110000111101011111	False	True	False	False	1.5625	17
00000001010111110000111101111111	False	True	False	False	1.625	18
00000001010111110000111111111111	False	True	False	False	1.5625	19
00000001010111110001000101011111	False	True	False	False	1.5625	15
00000001010111110001000101111111	False	True	False	False	1.625	16
00000001010111110001000111111111	False	True	False	False	1.5625	17
00000001010111110001001101011111	False	True	False	False	1.625	16
00000001010111110001001101111111	False	True	False	False	1.6875	17
00000001010111110001001111111111	False	True	False	False	1.625	18
00000001010111110001010101011111	False	True	False	False	1.625	16
00000001010111110001010101111111	False	True	False	False	1.6875	17
00000001010111110001010111111111	False	True	False	False	1.625	18
00000001010111110001011101011111	False	True	False	False	1.6875	17
00000001010111110001011101111111	False	True	False	False	1.75	18
00000001010111110001011111111111	False	True	False	False	1.6875	19
00000001010111110001111101011111	False	True	False	False	1.625	18
00000001010111110001111101111111	False	True	False	False	1.6875	19
00000001010111110001111111111111	False	True	False	False	1.625	20
00000001010111110011001101111111	False	True	False	False	1.625	18
00000001010111110011001111111111	False	True	False	False	1.5625	19
00000001010111110011011101111111	False	True	False	False	1.6875	19
00000001010111110011011111111111	False	True	False	False	1.625	20
00000001010111110011111101111111	False	True	False	False	1.625	20
00000001010111110011111111111111	False	True	False	False	1.5625	21
00000001010111110101010101011111	False	True	False	False	1.5625	17
00000001010111110101010101111111	False	True	False	False	1.625	18
00000001010111110101010111111111	False	True	False	False	1.5625	19
00000001010111110101011101011111	False	True	False	False	1.625	18
00000001010111110101011101111111	False	True	False	False	1.6875	19
00000001010111110101011111111111	False	True	False	False	1.625	20
00000001010111110101111101011111	False	True	False	False	1.5625	19
00000001010111110101111101111111	False	True	False	False	1.625	20
00000001010111110101111111111111	False	True	False	False	1.5625	21
00000001010111110111011101111111	False	True	False	False	1.625	20
00000001010111110111011111111111	False	True	False	False	1.5625	21
00000001010111110111111101111111	False	True	False	False	1.5625	21
00000001010111110111111111111111	False	True	False	False	1.5	22
00000001010111111111111111111111	False	True	False	False	1.3125	23
00000001011101110000000101110111	False	False	True	False	1.5	14
00000001011101110000000101111111	False	True	False	False	1.5625	15
00000001011101110000000111111111	False	True	False	False	1.5	16
00000001011101110000001101110111	False	True	False	False	1.5625	15
00000001011101110000001101111111	False	True	False	False	1.625	16
00000001011101110000001111111111	False	True	False	False	1.5625	17
00000001011101110000010101110111	False	True	False	False	1.5625	15
00000001011101110000010101111111	False	True	False	False	1.625	16
00000001011101110000010111111111	False	True	False	False	1.5625	17
00000001011101110000011101110111	False	True	False	False	1.625	16
00000001011101110000011101111111	False	True	False	False	1.6875	17
00000001011101110000011111111111	False	True	False	False	1.625	18
00000001011101110000111101111111	False	True	False	False	1.625	18
00000001011101110000111111111111	False	True	False	False	1.5625	19
00000001011101110001000101110111	False	True	False	False	1.5625	15
00000001011101110001000101111111	False	True	False	False	1.625	16
00000001011101110001000111111111	False	True	False	False	1.5625	17
00000001011101110001001101110111	False	True	False	False	1.625	16
00000001011101110001001101111111	False	True	False	False	1.6875	17
00000001011101110001001111111111	False	True	False	False	1.625	18
00000001011101110001010101110111	False	True	False	False	1.625	16
00000001011101110001010101111111	False	True	False	False	1.6875	17
00000001011101110001010111111111	False	True	False	False	1.625	18
00000001011101110001011101110111	False	True	False	False	1.6875	17
00000001011101110001011101111111	False	True	False	False	1.75	18
00000001011101110001011111111111	False	True	False	False	1.6875	19
